Timestamp,Channel,Message
2019-04-02 22:22:31,/SmartHome/zigbee2mqtt/bridge/config,|{"log_level":"info","permit_join":true}|
2019-04-02 22:22:33,/SmartHome/watering_array_v4/device,
2019-04-02 22:22:33,/SmartHome/watering_array_v4/deviceinformation,|{'devicetype':'watering_array_v4','inputs':8,'outputs':4}|
2019-04-02 22:24:39,/SmartHome/watering_array_v4/device,
2019-04-02 22:24:39,/SmartHome/watering_array_v4/deviceinformation,|{"devicetype":"watering_array_v4","inputs":8,"outputs":4}|
2019-04-02 22:25:57,/SmartHome/zigbee2mqtt/bridge/state,online
2019-04-02 22:25:57,/SmartHome/zigbee2mqtt/bridge/config,|{"log_level":"info","permit_join":true}|
2019-04-02 22:26:02,/SmartHome/watering_array_v4/device,
2019-04-02 22:26:02,/SmartHome/watering_array_v4/deviceinformation,|{"devicetype":"watering_array_v4","inputs":8,"outputs":4}|
2019-04-02 22:26:12,/SmartHome/watering_array_v4/device,
2019-04-02 22:26:12,/SmartHome/watering_array_v4/deviceinformation,|{"devicetype":"watering_array_v4","inputs":8,"outputs":4}|
2019-04-02 22:26:26,/SmartHome/watering_array_v4/device,
2019-04-02 22:26:27,/SmartHome/watering_array_v4/deviceinformation,|{"devicetype":"watering_array_v4","inputs":8,"outputs":4}|
2019-04-02 22:27:10,/SmartHome/zigbee2mqtt/bridge/state,online
2019-04-02 22:27:10,/SmartHome/zigbee2mqtt/bridge/config,|{"log_level":"info","permit_join":true}|
2019-04-02 22:27:13,/SmartHome/watering_array_v4/device,
2019-04-02 22:27:13,/SmartHome/watering_array_v4/deviceinformation,|{"devicetype":"watering_array_v4","inputs":8,"outputs":4}|
2019-04-02 22:28:12,/SmartHome/watering_array_v4/device,
